1642676794.045,972.5061
1642676794.545,972.5034
1642676795.045,972.501
1642676795.545,972.5129
1642676796.045,972.5005
1642676796.545,972.5054
1642676797.045,972.4978
1642676797.544,972.4873
1642676798.045,972.4805
1642676798.545,972.5037
1642676799.045,972.4976
1642676799.545,972.5115
1642676800.045,972.5435
1642676800.545,972.5308
1642676801.045,972.5276
1642676801.544,972.5205
1642676802.044,972.5195
1642676802.545,972.522
1642676803.045,972.5146
1642676803.545,972.51
1642676804.045,972.5142
1642676804.544,972.5144
1642676805.045,972.5156
1642676805.545,972.5239
1642676806.045,972.5193
1642676806.545,972.5305
1642676807.044,972.5269
1642676807.544,972.4929
1642676808.044,972.4868
1642676808.544,972.4844
1642676809.044,972.4817
1642676809.545,972.4783
1642676810.044,972.4695
1642676810.545,972.4661
1642676811.044,972.4675
1642676811.544,972.479
1642676812.045,972.48
1642676812.545,972.4836
1642676813.045,972.4888
1642676813.544,972.4915
1642676814.045,972.4917
1642676814.544,972.4866
1642676815.045,972.4915
1642676815.545,972.4861
1642676816.045,972.4761
1642676816.544,972.4819
1642676817.044,972.4822
1642676817.544,972.4727
1642676818.045,972.4844
1642676818.545,972.4719
1642676819.045,972.4712
1642676819.545,972.4592
1642676820.044,972.4656
1642676820.544,972.4651
1642676821.044,972.4661
1642676821.544,972.4666
1642676822.044,972.4685
1642676822.545,972.4656
1642676823.044,972.4705
1642676823.544,972.478
1642676824.044,972.4873
1642676824.544,972.4863
1642676825.045,972.4814
1642676825.545,972.4893
1642676826.045,972.4858
1642676826.545,972.4939
1642676827.045,972.4937
1642676827.545,972.4868
1642676828.045,972.4895
1642676828.544,972.4761
1642676829.045,972.4878
1642676829.545,972.4844
1642676830.045,972.4834
1642676830.544,972.478
1642676831.044,972.479
1642676831.545,972.4851
1642676832.051,972.4688
1642676832.545,972.4788
1642676833.045,972.4868
1642676833.545,972.4841
1642676834.045,972.4917
1642676834.545,972.4895
1642676835.044,972.4922
1642676835.544,972.5188
1642676836.044,972.519
1642676836.545,972.5171
1642676837.045,972.5068
1642676837.545,972.5054
1642676838.046,972.4993
1642676838.544,972.4995
1642676839.045,972.5269
1642676839.545,972.5168
1642676840.044,972.5181
1642676840.544,972.5234
1642676841.044,972.5203
1642676841.544,972.5161
1642676842.044,972.52
1642676842.545,972.5173
1642676843.044,972.5112
1642676843.545,972.5027
1642676844.045,972.4988
1642676844.545,972.4966
1642676845.045,972.5005
1642676845.545,972.5056
1642676846.045,972.5063
1642676846.545,972.5132
1642676847.045,972.5081
1642676847.544,972.5281
1642676848.045,972.5181
1642676848.545,972.5156
1642676849.044,972.5188
1642676849.545,972.5251
1642676850.045,972.511
1642676850.545,972.5061
1642676851.045,972.5164
1642676851.545,972.522
1642676852.045,972.53
1642676852.545,972.533
1642676853.045,972.5225
1642676853.544,972.5154
1642676854.045,972.519
1642676854.545,972.5286
1642676855.045,972.5208
1642676855.545,972.5173
1642676856.045,972.5295
1642676856.545,972.5085
1642676857.045,972.5173
1642676857.544,972.5134
1642676858.045,972.5146
1642676858.545,972.5115
1642676859.045,972.5012
1642676859.545,972.5298
1642676860.045,972.5183
1642676860.544,972.5073
1642676861.044,972.5049
1642676861.544,972.512
1642676862.044,972.5229
1642676862.545,972.5083
1642676863.044,972.509
1642676863.544,972.5032
1642676864.045,972.4917
1642676864.545,972.4929
1642676865.044,972.498
1642676865.544,972.4863
1642676866.045,972.5034
1642676866.545,972.5044
1642676867.045,972.5122
1642676867.545,972.5122
1642676868.046,972.5249
1642676868.545,972.5264
1642676869.044,972.5117
1642676869.544,972.4707
1642676870.045,972.4421
1642676870.544,972.4302
1642676871.046,972.4229
1642676871.544,972.4573
1642676872.044,972.4963
1642676872.545,972.5198
1642676873.044,972.5574
1642676873.544,972.5376
1642676874.044,972.5508
1642676874.545,972.5491
1642676875.044,972.5586
1642676875.544,972.5618
1642676876.044,972.5571
1642676876.544,972.5505
1642676877.045,972.5547
1642676877.545,972.5671
1642676878.044,972.5608
1642676878.545,972.5676
1642676879.045,972.5688
1642676879.548,972.5703
1642676880.044,972.5784
1642676880.545,972.5713
1642676881.045,972.5735
1642676881.544,972.5842
1642676882.044,972.5786
1642676882.545,972.5757
1642676883.045,972.5852
1642676883.545,972.5898
1642676884.045,972.5955
1642676884.545,972.5757
1642676885.045,972.5901
1642676885.544,972.5896
1642676886.044,972.5977
1642676886.545,972.5862
1642676887.045,972.5852
1642676887.544,972.5779
1642676888.045,972.582
1642676888.545,972.5781
1642676889.044,972.5962
1642676889.545,972.5818
1642676890.045,972.5977
1642676890.544,972.5847
1642676891.045,972.5811
1642676891.546,972.5742
1642676892.045,972.5566
1642676892.545,972.5505
1642676893.045,972.5388
1642676893.544,972.5354
1642676894.046,972.5168
1642676894.545,972.5139
1642676895.045,972.5149
1642676895.544,972.4995
1642676896.045,972.5181
1642676896.544,972.5334
1642676897.044,972.5327
1642676897.544,972.5601
1642676898.044,972.5754
1642676898.545,972.5696
1642676899.045,972.5662
1642676899.545,972.5618
1642676900.044,972.5754
1642676900.544,972.5549
1642676901.044,972.5586
1642676901.545,972.5444
1642676902.044,972.5371
1642676902.544,972.5554
1642676903.045,972.5688
1642676903.545,972.5686
1642676904.045,972.574
1642676904.545,972.5706
1642676905.045,972.5723
1642676905.545,972.5515
1642676906.045,972.563
1642676906.545,972.5813
1642676907.044,972.5881
1642676907.544,972.5625
1642676908.045,972.5671
1642676908.545,972.5625
1642676909.045,972.5664
1642676909.545,972.5522
1642676910.045,972.5449
1642676910.544,972.5427
1642676911.045,972.552
1642676911.544,972.55
1642676912.045,972.5496
1642676912.545,972.5447
1642676913.045,972.5583
1642676913.544,972.5486
1642676914.045,972.5449
1642676914.552,972.5491
1642676915.045,972.5405
1642676915.545,972.5312
1642676916.045,972.5242
1642676916.545,972.5251
1642676917.045,972.5159
1642676917.545,972.5227
1642676918.045,972.5176
1642676918.545,972.5068
1642676919.044,972.5042
1642676919.545,972.5088
1642676920.044,972.5071
1642676920.544,972.501
1642676921.045,972.5105
1642676921.545,972.5112
1642676922.045,972.5044
1642676922.545,972.4995
1642676923.045,972.5073
1642676923.544,972.5137
1642676924.044,972.5107
1642676924.544,972.5281
1642676925.045,972.5342
1642676925.545,972.5237
1642676926.045,972.5198
1642676926.545,972.5317
1642676927.044,972.5298
1642676927.545,972.5347
1642676928.044,972.5383
1642676928.545,972.5413
1642676929.045,972.5398
1642676929.545,972.5398
1642676930.045,972.5518
1642676930.545,972.5444
1642676931.044,972.5439
1642676931.545,972.5496
1642676932.044,972.5447
1642676932.545,972.5659
1642676933.045,972.5515
1642676933.545,972.5461
1642676934.045,972.5525
1642676934.545,972.5574
1642676935.045,972.5391
1642676935.545,972.5361
1642676936.045,972.5405
1642676936.544,972.5415
1642676937.045,972.5457
1642676937.545,972.552
1642676938.045,972.5471
1642676938.544,972.5393
1642676939.045,972.5505
1642676939.545,972.5364
1642676940.045,972.5281
1642676940.545,972.5286
1642676941.045,972.5278
1642676941.544,972.522
1642676942.045,972.5068
1642676942.545,972.5125
1642676943.045,972.5181
1642676943.545,972.5181
1642676944.045,972.5259
1642676944.545,972.5181
1642676945.044,972.5232
1642676945.545,972.5159
1642676946.045,972.5198
1642676946.545,972.5254
1642676947.044,972.5237
1642676947.544,972.5022
1642676948.045,972.5012
1642676948.545,972.5061
1642676949.046,972.511
1642676949.545,972.5317
1642676950.045,972.5242
1642676950.545,972.5251
1642676951.044,972.5278
1642676951.544,972.5205
1642676952.044,972.5242
1642676952.545,972.522
1642676953.044,972.5159
1642676953.544,972.5212
1642676954.045,972.5295
1642676954.545,972.5227
1642676955.045,972.5222
1642676955.546,972.5078
1642676956.045,972.5178
1642676956.545,972.501
1642676957.044,972.5105
1642676957.545,972.4968
1642676958.045,972.4988
1642676958.545,972.4988
1642676959.044,972.5134
1642676959.544,972.5115
1642676960.045,972.5198
1642676960.545,972.5293
1642676961.044,972.5342
1642676961.545,972.5447
1642676962.045,972.5417
1642676962.545,972.5295
1642676963.045,972.5254
1642676963.544,972.543
1642676964.045,972.5366
1642676964.544,972.5107
1642676965.045,972.5164
1642676965.544,972.5332
1642676966.045,972.5242
1642676966.544,972.5229
1642676967.044,972.5281
1642676967.544,972.5334
1642676968.045,972.5366
1642676968.545,972.532
1642676969.045,972.5417
1642676969.545,972.5315
1642676970.044,972.5305
1642676970.544,972.5276
1642676971.045,972.5317
1642676971.544,972.5303
1642676972.044,972.5288
1642676972.545,972.5146
1642676973.044,972.5295
1642676973.545,972.5242
1642676974.044,972.5452
1642676974.544,972.5344
1642676975.044,972.5325
1642676975.544,972.5217
1642676976.044,972.5552
1642676976.544,972.5491
1642676977.045,972.5627
1642676977.544,972.5544
1642676978.044,972.5598
1642676978.545,972.5564
1642676979.045,972.5579
1642676979.545,972.5562
1642676980.045,972.5542
1642676980.545,972.5564
1642676981.045,972.5432
1642676981.545,972.5596
1642676982.044,972.5547
1642676982.544,972.5601
1642676983.045,972.5627
1642676983.545,972.5552
1642676984.045,972.5664
1642676984.545,972.573
1642676985.044,972.5701
1642676985.544,972.5664
1642676986.045,972.5649
